,Year,Trade.Flow,Reporter,Reporter.Code,CONCAT_1,GDP Country 1,Partner,Partner.Code,CONCAT_2,GDP Country 2,Trade.Value..US..,concat,Year in Force ,FTA Dummy ,Bucket ,Panel Number
1079,1995,Export,China,156,1995_China,7.34548E+11,Pakistan,586,1995_Pakistan,60636020000,788604644,156586,2009,0,11,40
1080,1996,Export,China,156,1996_China,8.63747E+11,Pakistan,586,1996_Pakistan,63320120000,623011236,156586,2009,0,11,40
1081,1997,Export,China,156,1997_China,9.61604E+11,Pakistan,586,1997_Pakistan,62433300000,689213995,156586,2009,0,11,40
1082,1998,Export,China,156,1998_China,1.02904E+12,Pakistan,586,1998_Pakistan,62191960000,523412256,156586,2009,0,11,40
1083,1999,Export,China,156,1999_China,1.094E+12,Pakistan,586,1999_Pakistan,62973860000,580594540,156586,2009,0,11,40
1084,2000,Export,China,156,2000_China,1.21135E+12,Pakistan,586,2000_Pakistan,73952370000,670317458,156586,2009,0,11,40
1085,2001,Export,China,156,2001_China,1.3394E+12,Pakistan,586,2001_Pakistan,72309740000,814968254,156586,2009,0,11,40
1086,2002,Export,China,156,2002_China,1.47055E+12,Pakistan,586,2002_Pakistan,72306820000,1242111002,156586,2009,0,11,40
1087,2003,Export,China,156,2003_China,1.66029E+12,Pakistan,586,2003_Pakistan,83244800000,1854990825,156586,2009,0,11,40
1088,2004,Export,China,156,2004_China,1.95535E+12,Pakistan,586,2004_Pakistan,97977770000,2465791925,156586,2009,0,11,40
1089,2005,Export,China,156,2005_China,2.28597E+12,Pakistan,586,2005_Pakistan,1.09502E+11,3427661674,156586,2009,0,11,40
1090,2006,Export,China,156,2006_China,2.75213E+12,Pakistan,586,2006_Pakistan,1.37264E+11,4239365171,156586,2009,0,11,40
1091,2007,Export,China,156,2007_China,3.55218E+12,Pakistan,586,2007_Pakistan,1.52386E+11,5831349376,156586,2009,0,11,40
1092,2008,Export,China,156,2008_China,4.59821E+12,Pakistan,586,2008_Pakistan,1.70078E+11,6051066209,156586,2009,0,11,40
1093,2009,Export,China,156,2009_China,5.10995E+12,Pakistan,586,2009_Pakistan,1.68153E+11,5515073607,156586,2009,1,11,40
1094,2010,Export,China,156,2010_China,6.10062E+12,Pakistan,586,2010_Pakistan,1.77407E+11,6937791618,156586,2009,1,11,40
1095,2011,Export,China,156,2011_China,7.57255E+12,Pakistan,586,2011_Pakistan,2.13587E+11,8439729435,156586,2009,1,11,40
1096,2012,Export,China,156,2012_China,8.56055E+12,Pakistan,586,2012_Pakistan,2.24384E+11,9276492101,156586,2009,1,11,40
1097,2013,Export,China,156,2013_China,9.60722E+12,Pakistan,586,2013_Pakistan,2.31219E+11,11019596122,156586,2009,1,11,40
1098,2014,Export,China,156,2014_China,1.04824E+13,Pakistan,586,2014_Pakistan,2.44361E+11,13244481938,156586,2009,1,11,40
1099,2015,Export,China,156,2015_China,1.10647E+13,Pakistan,586,2015_Pakistan,2.70556E+11,16441888411,156586,2009,1,11,40
1100,2016,Export,China,156,2016_China,1.1191E+13,Pakistan,586,2016_Pakistan,2.78655E+11,17232654059,156586,2009,1,11,40
1101,2017,Export,China,156,2017_China,1.22377E+13,Pakistan,586,2017_Pakistan,3.04952E+11,18250788585,156586,2009,1,11,40
1102,1992,Export,China,156,1992_China,4.26916E+11,Peru,604,1992_Peru,36139230000,35458605,156604,2010,0,13,41
1103,1993,Export,China,156,1993_China,4.44731E+11,Peru,604,1993_Peru,35158110000,61550597,156604,2010,0,13,41
1104,1994,Export,China,156,1994_China,5.64325E+11,Peru,604,1994_Peru,44882080000,86482960,156604,2010,0,13,41
1105,1995,Export,China,156,1995_China,7.34548E+11,Peru,604,1995_Peru,53312790000,145615835,156604,2010,0,13,41
1106,1996,Export,China,156,1996_China,8.63747E+11,Peru,604,1996_Peru,55252410000,135371573,156604,2010,0,13,41
1107,1997,Export,China,156,1997_China,9.61604E+11,Peru,604,1997_Peru,58147520000,97630241,156604,2010,0,13,41
1108,1998,Export,China,156,1998_China,1.02904E+12,Peru,604,1998_Peru,55501470000,107228824,156604,2010,0,13,41
1109,1999,Export,China,156,1999_China,1.094E+12,Peru,604,1999_Peru,50187320000,130771580,156604,2010,0,13,41
1110,2000,Export,China,156,2000_China,1.21135E+12,Peru,604,2000_Peru,51744750000,144331664,156604,2010,0,13,41
1111,2001,Export,China,156,2001_China,1.3394E+12,Peru,604,2001_Peru,52030160000,176519611,156604,2010,0,13,41
1112,2002,Export,China,156,2002_China,1.47055E+12,Peru,604,2002_Peru,54777550000,246643637,156604,2010,0,13,41
1113,2003,Export,China,156,2003_China,1.66029E+12,Peru,604,2003_Peru,58731030000,353741239,156604,2010,0,13,41
1114,2004,Export,China,156,2004_China,1.95535E+12,Peru,604,2004_Peru,66768700000,418407886,156604,2010,0,13,41
1115,2005,Export,China,156,2005_China,2.28597E+12,Peru,604,2005_Peru,76060610000,608884182,156604,2010,0,13,41
1116,2006,Export,China,156,2006_China,2.75213E+12,Peru,604,2006_Peru,88643190000,1008535158,156604,2010,0,13,41
1117,2007,Export,China,156,2007_China,3.55218E+12,Peru,604,2007_Peru,1.02171E+11,1683201091,156604,2010,0,13,41
1118,2008,Export,China,156,2008_China,4.59821E+12,Peru,604,2008_Peru,1.20551E+11,2774371548,156604,2010,0,13,41
1119,2009,Export,China,156,2009_China,5.10995E+12,Peru,604,2009_Peru,1.20823E+11,2098874209,156604,2010,0,13,41
1120,2010,Export,China,156,2010_China,6.10062E+12,Peru,604,2010_Peru,1.47529E+11,3549668095,156604,2010,1,13,41
1121,2011,Export,China,156,2011_China,7.57255E+12,Peru,604,2011_Peru,1.71762E+11,4653277170,156604,2010,1,13,41
1122,2012,Export,China,156,2012_China,8.56055E+12,Peru,604,2012_Peru,1.92649E+11,5332543568,156604,2010,1,13,41
1123,2013,Export,China,156,2013_China,9.60722E+12,Peru,604,2013_Peru,2.01218E+11,6188837905,156604,2010,1,13,41
1124,2014,Export,China,156,2014_China,1.04824E+13,Peru,604,2014_Peru,2.01081E+11,6100847629,156604,2010,1,13,41
