,Year,Trade.Flow,Reporter,Reporter.Code,CONCAT_1,GDP Country 1,Partner,Partner.Code,CONCAT_2,GDP Country 2,Trade.Value..US..,concat,Year in Force ,FTA Dummy ,Bucket ,Panel Number
4288,2016,Export,USA,842,2016_USA,1.86245E+13,Bahrain,48,2016_Bahrain,32152690000,899429344,84248,2006,1,5,159
4289,2017,Export,USA,842,2017_USA,1.93906E+13,Bahrain,48,2017_Bahrain,35307130000,898148900,84248,2006,1,5,159
4290,1991,Export,USA,842,1991_USA,6.17404E+12,Morocco,504,1991_Morocco,32285390000,403570932,842504,2006,0,10,160
4291,1992,Export,USA,842,1992_USA,6.5393E+12,Morocco,504,1992_Morocco,33711070000,493156622,842504,2006,0,10,160
4292,1993,Export,USA,842,1993_USA,6.87872E+12,Morocco,504,1993_Morocco,31655470000,602143469,842504,2006,0,10,160
4293,1994,Export,USA,842,1994_USA,7.30876E+12,Morocco,504,1994_Morocco,35604140000,405203626,842504,2006,0,10,160
4294,1995,Export,USA,842,1995_USA,7.66406E+12,Morocco,504,1995_Morocco,39030290000,520648480,842504,2006,0,10,160
4295,1996,Export,USA,842,1996_USA,8.1002E+12,Morocco,504,1996_Morocco,43161450000,475919824,842504,2006,0,10,160
4296,1997,Export,USA,842,1997_USA,8.60852E+12,Morocco,504,1997_Morocco,39147840000,435084085,842504,2006,0,10,160
4297,1998,Export,USA,842,1998_USA,9.08917E+12,Morocco,504,1998_Morocco,41806220000,552337145,842504,2006,0,10,160
4298,1999,Export,USA,842,1999_USA,9.66062E+12,Morocco,504,1999_Morocco,41632030000,573580942,842504,2006,0,10,160
4299,2000,Export,USA,842,2000_USA,1.02848E+13,Morocco,504,2000_Morocco,38857250000,523156749,842504,2006,0,10,160
4300,2001,Export,USA,842,2001_USA,1.06218E+13,Morocco,504,2001_Morocco,39459580000,282152371,842504,2006,0,10,160
4301,2002,Export,USA,842,2002_USA,1.09775E+13,Morocco,504,2002_Morocco,42236840000,565429661,842504,2006,0,10,160
4302,2003,Export,USA,842,2003_USA,1.15107E+13,Morocco,504,2003_Morocco,52064060000,468499361,842504,2006,0,10,160
4303,2004,Export,USA,842,2004_USA,1.22749E+13,Morocco,504,2004_Morocco,59626020000,498307570,842504,2006,0,10,160
4304,2005,Export,USA,842,2005_USA,1.30937E+13,Morocco,504,2005_Morocco,62343020000,480792527,842504,2006,0,10,160
4305,2006,Export,USA,842,2006_USA,1.38559E+13,Morocco,504,2006_Morocco,68640830000,875551576,842504,2006,1,10,160
4306,2007,Export,USA,842,2007_USA,1.44776E+13,Morocco,504,2007_Morocco,79041290000,1343010748,842504,2006,1,10,160
4307,2008,Export,USA,842,2008_USA,1.47186E+13,Morocco,504,2008_Morocco,92507260000,1518769078,842504,2006,1,10,160
4308,2009,Export,USA,842,2009_USA,1.44187E+13,Morocco,504,2009_Morocco,92897320000,1606101141,842504,2006,1,10,160
4309,2010,Export,USA,842,2010_USA,1.49644E+13,Morocco,504,2010_Morocco,93216750000,1947613644,842504,2006,1,10,160
4310,2011,Export,USA,842,2011_USA,1.55179E+13,Morocco,504,2011_Morocco,1.0137E+11,2823307066,842504,2006,1,10,160
4311,2012,Export,USA,842,2012_USA,1.61553E+13,Morocco,504,2012_Morocco,98266310000,2170396557,842504,2006,1,10,160
4312,2013,Export,USA,842,2013_USA,1.66915E+13,Morocco,504,2013_Morocco,1.06826E+11,2483740957,842504,2006,1,10,160
4313,2014,Export,USA,842,2014_USA,1.74276E+13,Morocco,504,2014_Morocco,1.09881E+11,2102225551,842504,2006,1,10,160
4314,2015,Export,USA,842,2015_USA,1.81207E+13,Morocco,504,2015_Morocco,1.00593E+11,1625200707,842504,2006,1,10,160
4315,2016,Export,USA,842,2016_USA,1.86245E+13,Morocco,504,2016_Morocco,1.03606E+11,1932375686,842504,2006,1,10,160
4316,2017,Export,USA,842,2017_USA,1.93906E+13,Morocco,504,2017_Morocco,1.09139E+11,2219661823,842504,2006,1,10,160
4317,1991,Export,USA,842,1991_USA,6.17404E+12,Oman,512,1991_Oman,11341480000,202404572,842512,2009,0,11,161
4318,1992,Export,USA,842,1992_USA,6.5393E+12,Oman,512,1992_Oman,12452280000,257404702,842512,2009,0,11,161
4319,1993,Export,USA,842,1993_USA,6.87872E+12,Oman,512,1993_Oman,12493110000,251599038,842512,2009,0,11,161
4320,1994,Export,USA,842,1994_USA,7.30876E+12,Oman,512,1994_Oman,12918860000,219138995,842512,2009,0,11,161
4321,1995,Export,USA,842,1995_USA,7.66406E+12,Oman,512,1995_Oman,13802600000,219532224,842512,2009,0,11,161
4322,1996,Export,USA,842,1996_USA,8.1002E+12,Oman,512,1996_Oman,15277760000,215285897,842512,2009,0,11,161
4323,1997,Export,USA,842,1997_USA,8.60852E+12,Oman,512,1997_Oman,15837450000,341945724,842512,2009,0,11,161
4324,1998,Export,USA,842,1998_USA,9.08917E+12,Oman,512,1998_Oman,14085370000,302683542,842512,2009,0,11,161
4325,1999,Export,USA,842,1999_USA,9.66062E+12,Oman,512,1999_Oman,15710150000,187857116,842512,2009,0,11,161
4326,2000,Export,USA,842,2000_USA,1.02848E+13,Oman,512,2000_Oman,19507410000,199789541,842512,2009,0,11,161
4327,2001,Export,USA,842,2001_USA,1.06218E+13,Oman,512,2001_Oman,19452020000,306198334,842512,2009,0,11,161
4328,2002,Export,USA,842,2002_USA,1.09775E+13,Oman,512,2002_Oman,20142780000,355988029,842512,2009,0,11,161
4329,2003,Export,USA,842,2003_USA,1.15107E+13,Oman,512,2003_Oman,21633810000,322408567,842512,2009,0,11,161
4330,2004,Export,USA,842,2004_USA,1.22749E+13,Oman,512,2004_Oman,24763590000,330113184,842512,2009,0,11,161
4331,2005,Export,USA,842,2005_USA,1.30937E+13,Oman,512,2005_Oman,31081920000,570725120,842512,2009,0,11,161
4332,2006,Export,USA,842,2006_USA,1.38559E+13,Oman,512,2006_Oman,37215860000,853844168,842512,2009,0,11,161
4333,2007,Export,USA,842,2007_USA,1.44776E+13,Oman,512,2007_Oman,42085310000,1059219254,842512,2009,0,11,161
4334,2008,Export,USA,842,2008_USA,1.47186E+13,Oman,512,2008_Oman,60905330000,1415389605,842512,2009,0,11,161
4335,2009,Export,USA,842,2009_USA,1.44187E+13,Oman,512,2009_Oman,48388300000,1087468152,842512,2009,1,11,161
4336,2010,Export,USA,842,2010_USA,1.49644E+13,Oman,512,2010_Oman,58642390000,1105209532,842512,2009,1,11,161
4337,2011,Export,USA,842,2011_USA,1.55179E+13,Oman,512,2011_Oman,67937580000,1436647152,842512,2009,1,11,161
4338,2012,Export,USA,842,2012_USA,1.61553E+13,Oman,512,2012_Oman,76689210000,1746916573,842512,2009,1,11,161
4339,2013,Export,USA,842,2013_USA,1.66915E+13,Oman,512,2013_Oman,78938880000,1571253845,842512,2009,1,11,161
4340,2014,Export,USA,842,2014_USA,1.74276E+13,Oman,512,2014_Oman,81076720000,2015911666,842512,2009,1,11,161
4341,2015,Export,USA,842,2015_USA,1.81207E+13,Oman,512,2015_Oman,68905070000,2355271013,842512,2009,1,11,161
4342,2016,Export,USA,842,2016_USA,1.86245E+13,Oman,512,2016_Oman,66824450000,1804081708,842512,2009,1,11,161
4343,2017,Export,USA,842,2017_USA,1.93906E+13,Oman,512,2017_Oman,72642650000,1985049832,842512,2009,1,11,161
4344,1991,Export,USA,842,1991_USA,6.17404E+12,Panama,591,1991_Panama,7074676000,977972992,842591,2012,0,2,162
4345,1992,Export,USA,842,1992_USA,6.5393E+12,Panama,591,1992_Panama,8042338000,1100279934,842591,2012,0,2,162
4346,1993,Export,USA,842,1993_USA,6.87872E+12,Panama,591,1993_Panama,8782585000,1190680580,842591,2012,0,2,162
4347,1994,Export,USA,842,1994_USA,7.30876E+12,Panama,591,1994_Panama,9365290000,1276336272,842591,2012,0,2,162
4348,1995,Export,USA,842,1995_USA,7.66406E+12,Panama,591,1995_Panama,9573814000,1391030656,842591,2012,0,2,162
4349,1996,Export,USA,842,1996_USA,8.1002E+12,Panama,591,1996_Panama,9870494000,1377791718,842591,2012,0,2,162
4350,1997,Export,USA,842,1997_USA,8.60852E+12,Panama,591,1997_Panama,10677290000,1537756983,842591,2012,0,2,162
4351,1998,Export,USA,842,1998_USA,9.08917E+12,Panama,591,1998_Panama,11575490000,1752644707,842591,2012,0,2,162
4352,1999,Export,USA,842,1999_USA,9.66062E+12,Panama,591,1999_Panama,12130250000,1741330935,842591,2012,0,2,162
4353,2000,Export,USA,842,2000_USA,1.02848E+13,Panama,591,2000_Panama,12304120000,1612375019,842591,2012,0,2,162
4354,2001,Export,USA,842,2001_USA,1.06218E+13,Panama,591,2001_Panama,12502010000,1330468864,842591,2012,0,2,162
4355,2002,Export,USA,842,2002_USA,1.09775E+13,Panama,591,2002_Panama,12994310000,1406269417,842591,2012,0,2,162
4356,2003,Export,USA,842,2003_USA,1.15107E+13,Panama,591,2003_Panama,13693980000,1848734593,842591,2012,0,2,162
4357,2004,Export,USA,842,2004_USA,1.22749E+13,Panama,591,2004_Panama,15013380000,1772470119,842591,2012,0,2,162
4358,2005,Export,USA,842,2005_USA,1.30937E+13,Panama,591,2005_Panama,16374390000,2161666485,842591,2012,0,2,162
4359,2006,Export,USA,842,2006_USA,1.38559E+13,Panama,591,2006_Panama,18141670000,2704080345,842591,2012,0,2,162
4360,2007,Export,USA,842,2007_USA,1.44776E+13,Panama,591,2007_Panama,21295980000,3734046925,842591,2012,0,2,162
4361,2008,Export,USA,842,2008_USA,1.47186E+13,Panama,591,2008_Panama,25155890000,4910266131,842591,2012,0,2,162
4362,2009,Export,USA,842,2009_USA,1.44187E+13,Panama,591,2009_Panama,27116640000,4357705416,842591,2012,0,2,162
4363,2010,Export,USA,842,2010_USA,1.49644E+13,Panama,591,2010_Panama,29440290000,6064986240,842591,2012,0,2,162
4364,2011,Export,USA,842,2011_USA,1.55179E+13,Panama,591,2011_Panama,34686220000,8246941524,842591,2012,0,2,162
4365,2012,Export,USA,842,2012_USA,1.61553E+13,Panama,591,2012_Panama,40429730000,9822506358,842591,2012,1,2,162
4366,2013,Export,USA,842,2013_USA,1.66915E+13,Panama,591,2013_Panama,45599990000,10557240007,842591,2012,1,2,162
4367,2014,Export,USA,842,2014_USA,1.74276E+13,Panama,591,2014_Panama,49921460000,10462657821,842591,2012,1,2,162
4368,2015,Export,USA,842,2015_USA,1.81207E+13,Panama,591,2015_Panama,54315720000,7658291179,842591,2012,1,2,162
4369,2016,Export,USA,842,2016_USA,1.86245E+13,Panama,591,2016_Panama,57820920000,6120895805,842591,2012,1,2,162
4370,2017,Export,USA,842,2017_USA,1.93906E+13,Panama,591,2017_Panama,61838180000,6299307156,842591,2012,1,2,162
4371,1991,Export,USA,842,1991_USA,6.17404E+12,Peru,604,1991_Peru,34672120000,840065925,842604,2009,0,4,163
4372,1992,Export,USA,842,1992_USA,6.5393E+12,Peru,604,1992_Peru,36139230000,1002029614,842604,2009,0,4,163
4373,1993,Export,USA,842,1993_USA,6.87872E+12,Peru,604,1993_Peru,35158110000,1069152729,842604,2009,0,4,163
4374,1994,Export,USA,842,1994_USA,7.30876E+12,Peru,604,1994_Peru,44882080000,1405947467,842604,2009,0,4,163
4375,1995,Export,USA,842,1995_USA,7.66406E+12,Peru,604,1995_Peru,53312790000,1775058432,842604,2009,0,4,163
4376,1996,Export,USA,842,1996_USA,8.1002E+12,Peru,604,1996_Peru,55252410000,1766604734,842604,2009,0,4,163
4377,1997,Export,USA,842,1997_USA,8.60852E+12,Peru,604,1997_Peru,58147520000,1959695609,842604,2009,0,4,163
4378,1998,Export,USA,842,1998_USA,9.08917E+12,Peru,604,1998_Peru,55501470000,2055956645,842604,2009,0,4,163
4379,1999,Export,USA,842,1999_USA,9.66062E+12,Peru,604,1999_Peru,50187320000,1697217902,842604,2009,0,4,163
4380,2000,Export,USA,842,2000_USA,1.02848E+13,Peru,604,2000_Peru,51744750000,1659924236,842604,2009,0,4,163
4381,2001,Export,USA,842,2001_USA,1.06218E+13,Peru,604,2001_Peru,52030160000,1564291890,842604,2009,0,4,163
4382,2002,Export,USA,842,2002_USA,1.09775E+13,Peru,604,2002_Peru,54777550000,1562464431,842604,2009,0,4,163
4383,2003,Export,USA,842,2003_USA,1.15107E+13,Peru,604,2003_Peru,58731030000,1698527323,842604,2009,0,4,163
4384,2004,Export,USA,842,2004_USA,1.22749E+13,Peru,604,2004_Peru,66768700000,2101024891,842604,2009,0,4,163
4385,2005,Export,USA,842,2005_USA,1.30937E+13,Peru,604,2005_Peru,76060610000,2309446378,842604,2009,0,4,163
4386,2006,Export,USA,842,2006_USA,1.38559E+13,Peru,604,2006_Peru,88643190000,2927202210,842604,2009,0,4,163
4387,2007,Export,USA,842,2007_USA,1.44776E+13,Peru,604,2007_Peru,1.02171E+11,4119530286,842604,2009,0,4,163
4388,2008,Export,USA,842,2008_USA,1.47186E+13,Peru,604,2008_Peru,1.20551E+11,6184066029,842604,2009,0,4,163
4389,2009,Export,USA,842,2009_USA,1.44187E+13,Peru,604,2009_Peru,1.20823E+11,4925182019,842604,2009,1,4,163
4390,2010,Export,USA,842,2010_USA,1.49644E+13,Peru,604,2010_Peru,1.47529E+11,6749502931,842604,2009,1,4,163
4391,2011,Export,USA,842,2011_USA,1.55179E+13,Peru,604,2011_Peru,1.71762E+11,8341848153,842604,2009,1,4,163
4392,2012,Export,USA,842,2012_USA,1.61553E+13,Peru,604,2012_Peru,1.92649E+11,9348621449,842604,2009,1,4,163
4393,2013,Export,USA,842,2013_USA,1.66915E+13,Peru,604,2013_Peru,2.01218E+11,10119123891,842604,2009,1,4,163
4394,2014,Export,USA,842,2014_USA,1.74276E+13,Peru,604,2014_Peru,2.01081E+11,10053610414,842604,2009,1,4,163
4395,2015,Export,USA,842,2015_USA,1.81207E+13,Peru,604,2015_Peru,1.89927E+11,8725607473,842604,2009,1,4,163
4396,2016,Export,USA,842,2016_USA,1.86245E+13,Peru,604,2016_Peru,1.9164E+11,7954997340,842604,2009,1,4,163
4397,2017,Export,USA,842,2017_USA,1.93906E+13,Peru,604,2017_Peru,2.11389E+11,8662612010,842604,2009,1,4,163
4398,1991,Export,USA,842,1991_USA,6.17404E+12,Singapore,702,1991_Singapore,45474440000,8801068258,842702,2004,0,3,164
4399,1992,Export,USA,842,1992_USA,6.5393E+12,Singapore,702,1992_Singapore,52156410000,9622401245,842702,2004,0,3,164
4400,1993,Export,USA,842,1993_USA,6.87872E+12,Singapore,702,1993_Singapore,60644570000,11675139676,842702,2004,0,3,164
4401,1994,Export,USA,842,1994_USA,7.30876E+12,Singapore,702,1994_Singapore,73777790000,13021555350,842702,2004,0,3,164
4402,1995,Export,USA,842,1995_USA,7.66406E+12,Singapore,702,1995_Singapore,87890010000,15318104064,842702,2004,0,3,164
4403,1996,Export,USA,842,1996_USA,8.1002E+12,Singapore,702,1996_Singapore,96403760000,16685331285,842702,2004,0,3,164
4404,1997,Export,USA,842,1997_USA,8.60852E+12,Singapore,702,1997_Singapore,1.00164E+11,17727427486,842702,2004,0,3,164
4405,1998,Export,USA,842,1998_USA,9.08917E+12,Singapore,702,1998_Singapore,85707640000,15673476650,842702,2004,0,3,164
4406,1999,Export,USA,842,1999_USA,9.66062E+12,Singapore,702,1999_Singapore,86283130000,16245959658,842702,2004,0,3,164
4407,2000,Export,USA,842,2000_USA,1.02848E+13,Singapore,702,2000_Singapore,95833930000,17806130476,842702,2004,0,3,164
4408,2001,Export,USA,842,2001_USA,1.06218E+13,Singapore,702,2001_Singapore,89286210000,17651439908,842702,2004,0,3,164
4409,2002,Export,USA,842,2002_USA,1.09775E+13,Singapore,702,2002_Singapore,91941190000,16217778348,842702,2004,0,3,164
4410,2003,Export,USA,842,2003_USA,1.15107E+13,Singapore,702,2003_Singapore,97001380000,16560120074,842702,2004,0,3,164
4411,2004,Export,USA,842,2004_USA,1.22749E+13,Singapore,702,2004_Singapore,1.14189E+11,19397316102,842702,2004,1,3,164
4412,2005,Export,USA,842,2005_USA,1.30937E+13,Singapore,702,2005_Singapore,1.27418E+11,20466061400,842702,2004,1,3,164
4413,2006,Export,USA,842,2006_USA,1.38559E+13,Singapore,702,2006_Singapore,1.47797E+11,24682843110,842702,2004,1,3,164
4414,2007,Export,USA,842,2007_USA,1.44776E+13,Singapore,702,2007_Singapore,1.79981E+11,26284361559,842702,2004,1,3,164
4415,2008,Export,USA,842,2008_USA,1.47186E+13,Singapore,702,2008_Singapore,1.92226E+11,28809348199,842702,2004,1,3,164
4416,2009,Export,USA,842,2009_USA,1.44187E+13,Singapore,702,2009_Singapore,1.92408E+11,22278008520,842702,2004,1,3,164
4417,2010,Export,USA,842,2010_USA,1.49644E+13,Singapore,702,2010_Singapore,2.36422E+11,29008534767,842702,2004,1,3,164
4418,2011,Export,USA,842,2011_USA,1.55179E+13,Singapore,702,2011_Singapore,2.75967E+11,31261589780,842702,2004,1,3,164
4419,2012,Export,USA,842,2012_USA,1.61553E+13,Singapore,702,2012_Singapore,2.90674E+11,30499150704,842702,2004,1,3,164
4420,2013,Export,USA,842,2013_USA,1.66915E+13,Singapore,702,2013_Singapore,3.04454E+11,30621735499,842702,2004,1,3,164
4421,2014,Export,USA,842,2014_USA,1.74276E+13,Singapore,702,2014_Singapore,3.11539E+11,30204821685,842702,2004,1,3,164
4422,2015,Export,USA,842,2015_USA,1.81207E+13,Singapore,702,2015_Singapore,3.04098E+11,28434135056,842702,2004,1,3,164
4423,2016,Export,USA,842,2016_USA,1.86245E+13,Singapore,702,2016_Singapore,3.09764E+11,26691572564,842702,2004,1,3,164
4424,2017,Export,USA,842,2017_USA,1.93906E+13,Singapore,702,2017_Singapore,3.23907E+11,29772582921,842702,2004,1,3,164
4425,2000,Export,EU-28,97,2000_EU-28,8.90626E+12,Algeria,12,2000_Algeria,54790250000,5736769643,9712,2005,0,2,165
4426,2001,Export,EU-28,97,2001_EU-28,9.00405E+12,Algeria,12,2001_Algeria,54744710000,6933801683,9712,2005,0,2,165
4427,2002,Export,EU-28,97,2002_EU-28,9.81657E+12,Algeria,12,2002_Algeria,56760290000,7880791223,9712,2005,0,2,165
4428,2003,Export,EU-28,97,2003_EU-28,1.19495E+13,Algeria,12,2003_Algeria,67863830000,9087135851,9712,2005,0,2,165
4429,2004,Export,EU-28,97,2004_EU-28,1.37982E+13,Algeria,12,2004_Algeria,85325000000,11832528353,9712,2005,0,2,165
4430,2005,Export,EU-28,97,2005_EU-28,1.44335E+13,Algeria,12,2005_Algeria,1.03198E+11,13037501820,9712,2005,1,2,165
4431,2006,Export,EU-28,97,2006_EU-28,1.53987E+13,Algeria,12,2006_Algeria,1.17027E+11,12541074913,9712,2005,1,2,165
4432,2007,Export,EU-28,97,2007_EU-28,1.77938E+13,Algeria,12,2007_Algeria,1.34977E+11,15469814675,9712,2005,1,2,165
4433,2008,Export,EU-28,97,2008_EU-28,1.9137E+13,Algeria,12,2008_Algeria,1.71001E+11,22700896528,9712,2005,1,2,165
4434,2009,Export,EU-28,97,2009_EU-28,1.71025E+13,Algeria,12,2009_Algeria,1.37211E+11,20693898083,9712,2005,1,2,165
4435,2010,Export,EU-28,97,2010_EU-28,1.69874E+13,Algeria,12,2010_Algeria,1.61207E+11,20582630833,9712,2005,1,2,165
4436,2011,Export,EU-28,97,2011_EU-28,1.83506E+13,Algeria,12,2011_Algeria,2.00019E+11,24085224890,9712,2005,1,2,165
4437,2012,Export,EU-28,97,2012_EU-28,1.72928E+13,Algeria,12,2012_Algeria,2.09059E+11,27143451397,9712,2005,1,2,165
4438,2013,Export,EU-28,97,2013_EU-28,1.80297E+13,Algeria,12,2013_Algeria,2.09755E+11,29718395828,9712,2005,1,2,165
4439,2014,Export,EU-28,97,2014_EU-28,1.86355E+13,Algeria,12,2014_Algeria,2.1381E+11,30524226940,9712,2005,1,2,165
4440,2015,Export,EU-28,97,2015_EU-28,1.64167E+13,Algeria,12,2015_Algeria,1.65874E+11,24652639323,9712,2005,1,2,165
4441,2016,Export,EU-28,97,2016_EU-28,1.64919E+13,Algeria,12,2016_Algeria,1.59049E+11,22457564730,9712,2005,1,2,165
4442,2017,Export,EU-28,97,2017_EU-28,1.72777E+13,Algeria,12,2017_Algeria,1.70371E+11,20951286196,9712,2005,1,2,165
4443,2000,Export,EU-28,97,2000_EU-28,8.90626E+12,Cameroon,120,2000_Cameroon,10083940000,857186686,97120,2014,0,4,166
4444,2001,Export,EU-28,97,2001_EU-28,9.00405E+12,Cameroon,120,2001_Cameroon,10371330000,1030255876,97120,2014,0,4,166
4445,2002,Export,EU-28,97,2002_EU-28,9.81657E+12,Cameroon,120,2002_Cameroon,11579340000,1045447490,97120,2014,0,4,166
4446,2003,Export,EU-28,97,2003_EU-28,1.19495E+13,Cameroon,120,2003_Cameroon,14548850000,1294985406,97120,2014,0,4,166
4447,2004,Export,EU-28,97,2004_EU-28,1.37982E+13,Cameroon,120,2004_Cameroon,17430930000,1141346589,97120,2014,0,4,166
4448,2005,Export,EU-28,97,2005_EU-28,1.44335E+13,Cameroon,120,2005_Cameroon,17944080000,1094661384,97120,2014,0,4,166
4449,2006,Export,EU-28,97,2006_EU-28,1.53987E+13,Cameroon,120,2006_Cameroon,19356050000,1198289174,97120,2014,0,4,166
4450,2007,Export,EU-28,97,2007_EU-28,1.77938E+13,Cameroon,120,2007_Cameroon,22365270000,1487571170,97120,2014,0,4,166
4451,2008,Export,EU-28,97,2008_EU-28,1.9137E+13,Cameroon,120,2008_Cameroon,26409780000,1736149569,97120,2014,0,4,166
4452,2009,Export,EU-28,97,2009_EU-28,1.71025E+13,Cameroon,120,2009_Cameroon,26017930000,1560797315,97120,2014,0,4,166
4453,2010,Export,EU-28,97,2010_EU-28,1.69874E+13,Cameroon,120,2010_Cameroon,26143820000,1649625943,97120,2014,0,4,166
4454,2011,Export,EU-28,97,2011_EU-28,1.83506E+13,Cameroon,120,2011_Cameroon,29337010000,2028071721,97120,2014,0,4,166
4455,2012,Export,EU-28,97,2012_EU-28,1.72928E+13,Cameroon,120,2012_Cameroon,29104440000,2080523437,97120,2014,0,4,166
4456,2013,Export,EU-28,97,2013_EU-28,1.80297E+13,Cameroon,120,2013_Cameroon,32348150000,2334801942,97120,2014,0,4,166
4457,2014,Export,EU-28,97,2014_EU-28,1.86355E+13,Cameroon,120,2014_Cameroon,34942950000,2151891682,97120,2014,1,4,166
4458,2015,Export,EU-28,97,2015_EU-28,1.64167E+13,Cameroon,120,2015_Cameroon,30916220000,1748459013,97120,2014,1,4,166
4459,2016,Export,EU-28,97,2016_EU-28,1.64919E+13,Cameroon,120,2016_Cameroon,32217540000,1694439417,97120,2014,1,4,166
4460,2017,Export,EU-28,97,2017_EU-28,1.72777E+13,Cameroon,120,2017_Cameroon,34798600000,1652330924,97120,2014,1,4,166
4461,2000,Export,EU-28,97,2000_EU-28,8.90626E+12,Canada,124,2000_Canada,7.42293E+11,19410877310,97124,2017,0,5,167
4462,2001,Export,EU-28,97,2001_EU-28,9.00405E+12,Canada,124,2001_Canada,7.3638E+11,20038642979,97124,2017,0,5,167
4463,2002,Export,EU-28,97,2002_EU-28,9.81657E+12,Canada,124,2002_Canada,7.57951E+11,21659063167,97124,2017,0,5,167
4464,2003,Export,EU-28,97,2003_EU-28,1.19495E+13,Canada,124,2003_Canada,8.92381E+11,24440921846,97124,2017,0,5,167
4465,2004,Export,EU-28,97,2004_EU-28,1.37982E+13,Canada,124,2004_Canada,1.0232E+12,27500070336,97124,2017,0,5,167
4466,2005,Export,EU-28,97,2005_EU-28,1.44335E+13,Canada,124,2005_Canada,1.16936E+12,28873119438,97124,2017,0,5,167
4467,2006,Export,EU-28,97,2006_EU-28,1.53987E+13,Canada,124,2006_Canada,1.31542E+12,32688033285,97124,2017,0,5,167
4468,2007,Export,EU-28,97,2007_EU-28,1.77938E+13,Canada,124,2007_Canada,1.46498E+12,34841084343,97124,2017,0,5,167
4469,2008,Export,EU-28,97,2008_EU-28,1.9137E+13,Canada,124,2008_Canada,1.54913E+12,37568781552,97124,2017,0,5,167
4470,2009,Export,EU-28,97,2009_EU-28,1.71025E+13,Canada,124,2009_Canada,1.37115E+12,30640019393,97124,2017,0,5,167
4471,2010,Export,EU-28,97,2010_EU-28,1.69874E+13,Canada,124,2010_Canada,1.61346E+12,35417534399,97124,2017,0,5,167
4472,2011,Export,EU-28,97,2011_EU-28,1.83506E+13,Canada,124,2011_Canada,1.78865E+12,41592589705,97124,2017,0,5,167
4473,2012,Export,EU-28,97,2012_EU-28,1.72928E+13,Canada,124,2012_Canada,1.82429E+12,40354075487,97124,2017,0,5,167
4474,2013,Export,EU-28,97,2013_EU-28,1.80297E+13,Canada,124,2013_Canada,1.84263E+12,41976608330,97124,2017,0,5,167
4475,2014,Export,EU-28,97,2014_EU-28,1.86355E+13,Canada,124,2014_Canada,1.79927E+12,41366651943,97124,2017,0,5,167
4476,2015,Export,EU-28,97,2015_EU-28,1.64167E+13,Canada,124,2015_Canada,1.55962E+12,38951837410,97124,2017,0,5,167
4477,2016,Export,EU-28,97,2016_EU-28,1.64919E+13,Canada,124,2016_Canada,1.53577E+12,38286124534,97124,2017,0,5,167
4478,2017,Export,EU-28,97,2017_EU-28,1.72777E+13,Canada,124,2017_Canada,1.65304E+12,42059247366,97124,2017,1,5,167
4479,2000,Export,EU-28,97,2000_EU-28,8.90626E+12,Chile,152,2000_Chile,77860930000,3215876058,97152,2005,0,6,168
4480,2001,Export,EU-28,97,2001_EU-28,9.00405E+12,Chile,152,2001_Chile,70979920000,3339196918,97152,2005,0,6,168
4481,2002,Export,EU-28,97,2002_EU-28,9.81657E+12,Chile,152,2002_Chile,69736810000,2998431478,97152,2005,0,6,168
4482,2003,Export,EU-28,97,2003_EU-28,1.19495E+13,Chile,152,2003_Chile,75643460000,3354465479,97152,2005,0,6,168
4483,2004,Export,EU-28,97,2004_EU-28,1.37982E+13,Chile,152,2004_Chile,99210390000,3881410084,97152,2005,0,6,168
4484,2005,Export,EU-28,97,2005_EU-28,1.44335E+13,Chile,152,2005_Chile,1.22965E+11,4866880659,97152,2005,1,6,168
4485,2006,Export,EU-28,97,2006_EU-28,1.53987E+13,Chile,152,2006_Chile,1.54788E+11,5379825518,97152,2005,1,6,168
4486,2007,Export,EU-28,97,2007_EU-28,1.77938E+13,Chile,152,2007_Chile,1.73606E+11,6545082301,97152,2005,1,6,168
4487,2008,Export,EU-28,97,2008_EU-28,1.9137E+13,Chile,152,2008_Chile,1.79638E+11,7451242232,97152,2005,1,6,168
4488,2009,Export,EU-28,97,2009_EU-28,1.71025E+13,Chile,152,2009_Chile,1.72389E+11,6320532500,97152,2005,1,6,168
4489,2010,Export,EU-28,97,2010_EU-28,1.69874E+13,Chile,152,2010_Chile,2.18538E+11,7989526350,97152,2005,1,6,168
4490,2011,Export,EU-28,97,2011_EU-28,1.83506E+13,Chile,152,2011_Chile,2.52252E+11,10648248312,97152,2005,1,6,168
4491,2012,Export,EU-28,97,2012_EU-28,1.72928E+13,Chile,152,2012_Chile,2.67122E+11,10908915477,97152,2005,1,6,168
4492,2013,Export,EU-28,97,2013_EU-28,1.80297E+13,Chile,152,2013_Chile,2.78384E+11,12269957853,97152,2005,1,6,168
4493,2014,Export,EU-28,97,2014_EU-28,1.86355E+13,Chile,152,2014_Chile,2.60584E+11,9675982142,97152,2005,1,6,168
4494,2015,Export,EU-28,97,2015_EU-28,1.64167E+13,Chile,152,2015_Chile,2.43999E+11,9249339543,97152,2005,1,6,168
4495,2016,Export,EU-28,97,2016_EU-28,1.64919E+13,Chile,152,2016_Chile,2.50036E+11,9308881566,97152,2005,1,6,168
4496,2017,Export,EU-28,97,2017_EU-28,1.72777E+13,Chile,152,2017_Chile,2.77076E+11,9817696163,97152,2005,1,6,168
